,Unnamed: 0,Prices,Images,cars,location,model,driven,engine variant,auto\manual,Registered,Color,Assembly,Engine Capacity,Body Type,Features,ratings,img1,img2,img3,img4,img5
373,1597,"PKR 43 lacs
Financing starts at PKR 99,900/Month","['https://cache2.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121560.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121566.webp', 'https://cache3.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121564.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121565.webp', 'https://cache4.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121563.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121567.webp']",Toyota Corolla Altis Automatic 1.6 2017,"['Lahore', 'Punjab', 'Added', 'via', 'Phone']",'2017',"135,000 km",'Petrol','Automatic','Lahore','SuperWhite','Local','1600cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121560.webp', 'https://cache2.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121566.webp', 'https://cache3.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121564.webp', 'https://cache1.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121565.webp', 'https://cache4.pakwheels.com/ad_pictures/1131/toyota-corolla-altis-1-6-automatic-2017-113121563.webp'
374,1598,"PKR 45.5 lacs
Financing starts at PKR 104,240/Month","['https://cache4.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582156.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582154.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582153.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582157.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582155.webp']",Toyota Yaris ATIV CVT 1.3 2023,"['Walton', 'Road,', 'Lahore', 'Punjab', 'Added']",'2023',"28,000 km",'Petrol','Automatic','Punjab','GreyGraphite','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache4.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582156.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582154.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582153.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582157.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-yaris-ativ-cvt-1-3-2023-113582155.webp']
375,1613,PKR 1.49 crore,"['https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593171.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593172.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593176.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593175.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593173.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593170.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593179.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593177.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593178.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593180.webp']",Toyota Fortuner 2.7 V 2021,"['Sabzazar', 'Scheme,', 'Lahore', 'Punjab', 'Added']",'2021',"26,000 km",'Petrol','Automatic','Punjab','White','Local','2700cc','SUV','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'CoolBox' 'Cruise Control' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering',,['https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593171.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593172.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593176.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593175.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-fortuner-2-7-v-2021-113593173.webp'
376,1615,PKR 28.49 lacs,"['https://cache2.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593154.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593146.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593152.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593149.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593147.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593150.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593155.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593148.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593153.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593151.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593156.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593158.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593157.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593159.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593160.webp']",Toyota Corolla XLi VVTi 2018,"['Okara', 'Road,', 'Okara', 'Punjab', 'Added']",'2018',"115,000 km",'Petrol','Manual','Lahore','AttitudeBlack','Local','1300cc','Sedan','Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering',,['https://cache2.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593154.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593146.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593152.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593149.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/toyota-corolla-xli-vvti-2018-113593147.webp'
377,1617,PKR 20.95 lacs,"['https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591429.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591417.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591413.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591418.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591430.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591428.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591407.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591420.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591419.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591426.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591421.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591425.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591427.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591424.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591422.webp']",Honda N Wgn C 2017,"['Satiana', 'Road,', 'Faisalabad', 'Punjab', 'Added']",'2017',"93,500 km",'Petrol','Automatic','Punjab','PearlWhite','Imported','660cc','Hatchback','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'CD Player' 'Cassette Player' 'Immobilizer Key' 'Keyless Entry' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591429.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591417.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591413.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591418.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/honda-n-wgn-c-4-2017-113591430.webp'
378,1618,PKR 8.25 lacs,"['https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592834.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592838.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592833.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592844.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592847.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592839.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592837.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592843.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592845.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592846.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592858.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592854.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592857.webp']",Suzuki Mehran VX 2010,"['Bankers', 'Cooperative', 'Housing', 'Scheme,', 'Lahore']",'2010',"94,000 km",'Petrol','Manual','Lahore','White','Local','800cc','Hatchback',,,['https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592834.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592838.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592833.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592844.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-mehran-vx-2-2010-113592847.webp'
379,1619,PKR 8.3 lacs,"['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592982.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592998.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592975.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592995.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592988.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592999.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592997.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592996.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592993.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592992.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592991.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592990.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592974.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592987.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592986.webp']",Suzuki Baleno JXR 2002,"['Kamra,', 'Attock', 'Punjab']",'2002',"11,100 km",'Petrol','Manual','Faisalabad','Beige','Local','1300cc','Sedan','ABS' 'AMFM Radio' 'Air Conditioning' 'Front Speakers' 'Power Steering',,['https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592982.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592998.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592975.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592995.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/suzuki-baleno-jxr-2002-113592988.webp'
380,1625,PKR 66.5 lacs,"['https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775057.webp', 'https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775066.webp', 'https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775069.webp', 'https://cache2.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775068.webp', 'https://cache3.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775064.webp', 'https://cache3.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775061.webp', 'https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775063.webp', 'https://cache2.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775062.webp', 'https://cache3.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775067.webp', 'https://cache2.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775060.webp', 'https://cache3.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775065.webp']",Nissan Serena HIGHWAY STAR 2018,"['Islamabad', 'Islamabad', 'Added', 'via', 'Phone']",'2018',"210,000 km",'Hybrid','Automatic','UnRegistered','White','Imported','1200cc','Van','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Cruise Control' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775057.webp', 'https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775066.webp', 'https://cache1.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775069.webp', 'https://cache2.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775068.webp', 'https://cache3.pakwheels.com/ad_pictures/1117/nissan-serena-highway-star-2-2018-111775064.webp'
381,1626,PKR 34 lacs,"['https://cache2.pakwheels.com/ad_pictures/1111/mercedes-benz-c-class-c-220-cdi-2004-111150938.webp', 'https://cache1.pakwheels.com/ad_pictures/1111/mercedes-benz-c-class-c-220-cdi-2004-111150868.webp', 'https://cache2.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083710.webp', 'https://cache3.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083715.webp', 'https://cache4.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083707.webp', 'https://cache1.pakwheels.com/ad_pictures/1111/mercedes-benz-c-class-c-220-cdi-2004-111150869.webp', 'https://cache3.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083734.webp', 'https://cache2.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083705.webp', 'https://cache1.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083706.webp', 'https://cache3.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083708.webp']",Mercedes Benz C Class C220 CDI 2004,"['Jail', 'Road,', 'Lahore', 'Punjab', 'Added']",'2004',"129,000 km",'Diesel','Automatic','Punjab','DiamondBlack','Imported','2100cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'CD Player' 'Cassette Player' 'Cruise Control' 'DVD Player' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering',,['https://cache2.pakwheels.com/ad_pictures/1111/mercedes-benz-c-class-c-220-cdi-2004-111150938.webp', 'https://cache1.pakwheels.com/ad_pictures/1111/mercedes-benz-c-class-c-220-cdi-2004-111150868.webp', 'https://cache2.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083710.webp', 'https://cache3.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083715.webp', 'https://cache4.pakwheels.com/ad_pictures/1080/mercedes-benz-c-class-c-220-cdi-2004-108083707.webp'
382,1627,"PKR 73 lacs
Financing starts at PKR 102,918/Month","['https://cache4.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582224.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582231.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582235.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582236.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582237.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582238.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582239.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582240.webp', 'https://cache4.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582241.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582242.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582243.webp', 'https://cache3.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582250.webp']",KIA Sportage AWD 2022,"['Lahore', 'Punjab']",'2022',"28,000 km",'Petrol','Automatic','Islamabad','Blue','Local','2000cc','SUV','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Cruise Control' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Sun Roof',,['https://cache4.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582224.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582231.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582235.webp', 'https://cache1.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582236.webp', 'https://cache2.pakwheels.com/ad_pictures/1135/kia-sportage-awd-2022-113582237.webp'
383,1628,PKR 15.8 lacs,"['https://cache2.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297277.webp', 'https://cache3.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297280.webp', 'https://cache4.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297278.webp', 'https://cache1.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297281.webp', 'https://cache4.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297282.webp', 'https://cache4.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297283.webp', 'https://cache3.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297279.webp']",Honda Civic EXi 2005,"['I.J.P', 'Road,', 'Islamabad', 'Islamabad', 'Added']",'2005',"150,000 km",'Petrol','Manual','Lahore','CharcoalGreyPearl','Local','1500cc','Sedan','AMFM Radio' 'Air Conditioning' 'Cassette Player' 'Immobilizer Key' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows',,['https://cache2.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297277.webp', 'https://cache3.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297280.webp', 'https://cache4.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297278.webp', 'https://cache1.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297281.webp', 'https://cache4.pakwheels.com/ad_pictures/1132/honda-civic-exi-3-2005-113297282.webp'
384,1629,"PKR 5.8 lacs
Managed by PakWheels","['https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492970.webp', 'https://cache4.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492971.webp', 'https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492977.webp', 'https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492973.webp', 'https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492976.webp', 'https://cache2.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492975.webp', 'https://cache2.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492982.webp', 'https://cache1.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492979.webp', 'https://cache2.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492978.webp', 'https://cache4.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492980.webp', 'https://cache1.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492981.webp', 'https://cache4.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492984.webp', 'https://cache1.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492983.webp', 'https://cache1.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492985.webp']",Suzuki Mehran VX 2003,"['Nagan', 'Chowrangi,', 'Karachi', 'Sindh']",'2003',"71,825 km",'Petrol','Manual','Karachi','SilverMetallic','Local','800cc','Hatchback','Front Speakers' 'USB and Auxillary Cable',,['https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492970.webp', 'https://cache4.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492971.webp', 'https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492977.webp', 'https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492973.webp', 'https://cache3.pakwheels.com/ad_pictures/1134/suzuki-mehran-vx-2-2003-113492976.webp'
385,1630,"PKR 93 lacs
Financing starts at PKR 98,336/Month","['https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705255.webp', 'https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705254.webp', 'https://cache1.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705258.webp', 'https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705257.webp', 'https://cache1.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705256.webp', 'https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705259.webp', 'https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705250.webp', 'https://cache2.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705253.webp', 'https://cache1.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705251.webp', 'https://cache1.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705252.webp']",Honda Civic RS 2023,"['Maulana', 'Shaukat', 'Ali', 'Road,', 'Lahore']",'2023',"12,000 km",'Petrol','Automatic','Islamabad','TaffetaWhite','Local','1500cc','Sedan','ABS' 'AMFM Radio' 'Air Bags' 'Air Conditioning' 'Alloy Rims' 'Cruise Control' 'Immobilizer Key' 'Keyless Entry' 'Navigation System' 'Power Locks' 'Power Mirrors' 'Power Steering' 'Power Windows' 'Sun Roof',,['https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705255.webp', 'https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705254.webp', 'https://cache1.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705258.webp', 'https://cache3.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705257.webp', 'https://cache1.pakwheels.com/ad_pictures/1107/honda-civic-civic-rs-2023-110705256.webp'
